section	headword	months_on_list	german_missing	webpage	n_uc_s	n_lc_s	n_uc_r	n_lc_r	n_total_est	div_zero
== Substantive ==	Holotyp	36		https://de.wiktionary.org/wiki/Holotyp	2	0	147	0	149	
== Substantive ==	Holotypus	36		https://de.wiktionary.org/wiki/Holotypus	11	0	112	0	123	
== Substantive ==	Holzbahnhof	4		https://de.wiktionary.org/wiki/Holzbahnhof	0	0	0	0	0	
== Substantive ==	Holzbeton	36		https://de.wiktionary.org/wiki/Holzbeton	0	0	2	0	2	
== Substantive ==	Holzgas	36		https://de.wiktionary.org/wiki/Holzgas	0	0	5	0	5	
== Substantive ==	Holzofen	36		https://de.wiktionary.org/wiki/Holzofen	0	0	10	0	10	
== Substantive ==	Holzrahmenbauweise	36		https://de.wiktionary.org/wiki/Holzrahmenbauweise	0	0	6	0	6	
== Substantive ==	Holzschleife	36		https://de.wiktionary.org/wiki/Holzschleife	0	0	1	0	1	
== Substantive ==	Holzstadel	36		https://de.wiktionary.org/wiki/Holzstadel	0	0	1	0	1	
== Substantive ==	Holzständerbauweise	36		https://de.wiktionary.org/wiki/Holzst%C3%A4nderbauweise	0	0	11	0	11	
== Substantive ==	Holzung	7		https://de.wiktionary.org/wiki/Holzung	0	0	12	0	12	
== Substantive ==	Homejacking	7		https://de.wiktionary.org/wiki/Homejacking	1	0	0	0	1	Y
== Substantive ==	Homo biologicus	36		https://de.wiktionary.org/wiki/Homo%20biologicus						
== Substantive ==	Homo culturalis	36		https://de.wiktionary.org/wiki/Homo%20culturalis						
== Substantive ==	Homo laborans	36		https://de.wiktionary.org/wiki/Homo%20laborans						
== Substantive ==	Homo ludens	36		https://de.wiktionary.org/wiki/Homo%20ludens						
== Substantive ==	Homo reciprocans	36		https://de.wiktionary.org/wiki/Homo%20reciprocans						
== Substantive ==	Homocystein	36		https://de.wiktionary.org/wiki/Homocystein	0	0	14	0	14	
== Substantive ==	Homoioteleuton	3		https://de.wiktionary.org/wiki/Homoioteleuton	0	0	1	0	1	
== Substantive ==	Homomorphie	36		https://de.wiktionary.org/wiki/Homomorphie	0	0	1	0	1	
== Substantive ==	Homöostasie	36		https://de.wiktionary.org/wiki/Hom%C3%B6ostasie	0	0	0	0	0	
== Substantive ==	Homosexualisierung	36		https://de.wiktionary.org/wiki/Homosexualisierung	0	0	0	0	0	
== Substantive ==	Honigjob	36		https://de.wiktionary.org/wiki/Honigjob	0	0	0	0	0	
== Substantive ==	Hörhilfe	36		https://de.wiktionary.org/wiki/H%C3%B6rhilfe	0	0	0	0	0	
== Substantive ==	Hornberger Schießen	36		https://de.wiktionary.org/wiki/Hornberger%20Schie%C3%9Fen						
== Substantive ==	Hornkuh	36		https://de.wiktionary.org/wiki/Hornkuh	0	0	1	0	1	
== Substantive ==	Hortikultur	14		https://de.wiktionary.org/wiki/Hortikultur	0	0	4	0	4	
== Substantive ==	Hörverständnis	4		https://de.wiktionary.org/wiki/H%C3%B6rverst%C3%A4ndnis	0	0	1	0	1	
== Substantive ==	Hörverstehen	4		https://de.wiktionary.org/wiki/H%C3%B6rverstehen	1	0	3	0	4	
== Substantive ==	Hosenstoß	4		https://de.wiktionary.org/wiki/Hosensto%C3%9F	0	0	0	0	0	
== Substantive ==	Hospitalist	36		https://de.wiktionary.org/wiki/Hospitalist	0	0	1	0	1	
== Substantive ==	Hotkey	36		https://de.wiktionary.org/wiki/Hotkey	0	0	0	0	0	
== Substantive ==	Hottepferdchen	7		https://de.wiktionary.org/wiki/Hottepferdchen	0	0	0	0	0	
== Substantive ==	Hubwagen	36		https://de.wiktionary.org/wiki/Hubwagen	0	0	2	0	2	
== Substantive ==	Huckepackverkehr	36		https://de.wiktionary.org/wiki/Huckepackverkehr	0	0	4	0	4	
== Substantive ==	Hüftflosse	36		https://de.wiktionary.org/wiki/H%C3%BCftflosse	0	0	0	0	0	
== Substantive ==	Hüftprellung	36		https://de.wiktionary.org/wiki/H%C3%BCftprellung	0	0	0	0	0	
== Substantive ==	Hüftschwung	36		https://de.wiktionary.org/wiki/H%C3%BCftschwung	0	0	14	0	14	
== Substantive ==	Hündchenstellung	4		https://de.wiktionary.org/wiki/H%C3%BCndchenstellung	0	0	0	0	0	
== Substantive ==	Hundebandwurm	36		https://de.wiktionary.org/wiki/Hundebandwurm	0	0	5	0	5	
== Substantive ==	Hundeschau	36		https://de.wiktionary.org/wiki/Hundeschau	0	0	2	0	2	
== Substantive ==	Hungarismus	36		https://de.wiktionary.org/wiki/Hungarismus	0	0	1	0	1	
== Substantive ==	Hungerzustand	36		https://de.wiktionary.org/wiki/Hungerzustand	0	0	0	0	0	
== Substantive ==	Hürdenlauf	36		https://de.wiktionary.org/wiki/H%C3%BCrdenlauf	1	0	340	0	341	
== Substantive ==	Hurone	36		https://de.wiktionary.org/wiki/Hurone	0	0	1	0	1	
== Substantive ==	Huster	13		https://de.wiktionary.org/wiki/Huster	3	0	12	0	15	
== Substantive ==	HuS-Unterricht	4		https://de.wiktionary.org/wiki/HuS-Unterricht						
== Substantive ==	Hutmutter	36		https://de.wiktionary.org/wiki/Hutmutter	0	0	0	0	0	
== Substantive ==	Hutschnur	36		https://de.wiktionary.org/wiki/Hutschnur	0	0	4	0	4	
== Substantive ==	Hüttenzauber	36		https://de.wiktionary.org/wiki/H%C3%BCttenzauber	0	0	0	0	0	
== Substantive ==	Hutzelbrot	13		https://de.wiktionary.org/wiki/Hutzelbrot	0	0	2	0	2	
== Substantive ==	Hybridpicking	36		https://de.wiktionary.org/wiki/Hybridpicking	0	0	0	0	0	
== Substantive ==	Hybridsportler	36		https://de.wiktionary.org/wiki/Hybridsportler	0	0	0	0	0	
== Substantive ==	Hydrat	36		https://de.wiktionary.org/wiki/Hydrat	0	0	14	3	14	
== Substantive ==	Hydrochlorid	36		https://de.wiktionary.org/wiki/Hydrochlorid	0	0	22	4	22	
== Substantive ==	Hygieneskandal	36		https://de.wiktionary.org/wiki/Hygieneskandal	0	0	0	0	0	
== Substantive ==	Hymnar	36		https://de.wiktionary.org/wiki/Hymnar	0	0	2	0	2	
== Substantive ==	Hyperkompensation	36		https://de.wiktionary.org/wiki/Hyperkompensation	0	0	0	0	0	
== Substantive ==	Hyperlexie	36		https://de.wiktionary.org/wiki/Hyperlexie	0	0	3	0	3	
== Substantive ==	Hyperpyrexie	4		https://de.wiktionary.org/wiki/Hyperpyrexie	0	0	0	0	0	
== Substantive ==	Hyperthermophile	36		https://de.wiktionary.org/wiki/Hyperthermophile	1	0	0	1	0	
== Substantive ==	Hypomochlion	36		https://de.wiktionary.org/wiki/Hypomochlion	0	0	1	0	1	
== Substantive ==	Hypospadie	4		https://de.wiktionary.org/wiki/Hypospadie	0	0	6	0	6	
== Substantive ==	Hypothekenbrief	23		https://de.wiktionary.org/wiki/Hypothekenbrief	0	0	2	0	2	
== Substantive ==	Hypothekenpfandbrief	23		https://de.wiktionary.org/wiki/Hypothekenpfandbrief	0	0	0	0	0	
== Substantive ==	Hysterese	36		https://de.wiktionary.org/wiki/Hysterese	1	0	22	0	23	
== Substantive ==	Ideenlosigkeit	36		https://de.wiktionary.org/wiki/Ideenlosigkeit	0	0	1	0	1	
== Substantive ==	Ideenzwang	4		https://de.wiktionary.org/wiki/Ideenzwang	0	0	0	0	0	
== Substantive ==	Identitäre	36		https://de.wiktionary.org/wiki/Identit%C3%A4re	0	0	16	5	16	
== Substantive ==	Identitätspapiere	36		https://de.wiktionary.org/wiki/Identit%C3%A4tspapiere	0	0	1	0	1	
== Substantive ==	Idiomatik	36		https://de.wiktionary.org/wiki/Idiomatik	0	0	2	0	2	
== Substantive ==	Igelschnäuzchen	36		https://de.wiktionary.org/wiki/Igelschn%C3%A4uzchen	0	0	0	0	0	
== Substantive ==	IKT-Kenntnisse	36		https://de.wiktionary.org/wiki/IKT-Kenntnisse						
== Substantive ==	Illativ	36		https://de.wiktionary.org/wiki/Illativ	0	0	5	0	5	
== Substantive ==	Illudierung	36		https://de.wiktionary.org/wiki/Illudierung	0	0	0	0	0	
== Substantive ==	Imminent	36		https://de.wiktionary.org/wiki/Imminent	0	0	1	1	1	
== Substantive ==	Immobilienportal	36		https://de.wiktionary.org/wiki/Immobilienportal	0	0	2	0	2	
== Substantive ==	Impersonation	36		https://de.wiktionary.org/wiki/Impersonation	0	0	0	1	0	
== Substantive ==	Implementierungssprache	36		https://de.wiktionary.org/wiki/Implementierungssprache	0	0	0	0	0	
== Substantive ==	Implikanden	36		https://de.wiktionary.org/wiki/Implikanden	0	0	0	0	0	
== Substantive ==	Implikandum	36		https://de.wiktionary.org/wiki/Implikandum	0	0	0	0	0	
== Substantive ==	Importbeschränkung	36		https://de.wiktionary.org/wiki/Importbeschr%C3%A4nkung	0	0	2	0	2	
== Substantive ==	Imprese	36		https://de.wiktionary.org/wiki/Imprese	0	0	6	2	6	
== Substantive ==	Improvisationstheater	36		https://de.wiktionary.org/wiki/Improvisationstheater	1	0	24	0	25	
== Substantive ==	Indefinitartikel	36		https://de.wiktionary.org/wiki/Indefinitartikel	0	0	0	0	0	
== Substantive ==	Indefinität	36		https://de.wiktionary.org/wiki/Indefinit%C3%A4t	0	0	0	0	0	
== Substantive ==	Indianerreservat	17		https://de.wiktionary.org/wiki/Indianerreservat	0	0	42	0	42	
== Substantive ==	Indifferenzalter	36		https://de.wiktionary.org/wiki/Indifferenzalter	0	0	0	0	0	
== Substantive ==	Individualpsychologie	7		https://de.wiktionary.org/wiki/Individualpsychologie	2	0	42	0	44	
== Substantive ==	Individuation	36		https://de.wiktionary.org/wiki/Individuation	1	0	22	0	23	
== Substantive ==	Induktionsherd	36		https://de.wiktionary.org/wiki/Induktionsherd	0	0	0	0	0	
== Substantive ==	Industrieausstellung	36		https://de.wiktionary.org/wiki/Industrieausstellung	0	0	36	0	36	
== Substantive ==	Industriebahnhof	4		https://de.wiktionary.org/wiki/Industriebahnhof	1	0	3	0	4	
== Substantive ==	Industriekleber	36		https://de.wiktionary.org/wiki/Industriekleber	0	0	0	0	0	
== Substantive ==	Industrieschau	36		https://de.wiktionary.org/wiki/Industrieschau	0	0	1	0	1	
== Substantive ==	Inessiv	36		https://de.wiktionary.org/wiki/Inessiv	0	0	2	0	2	
== Substantive ==	Inevidenz	36		https://de.wiktionary.org/wiki/Inevidenz	0	0	0	0	0	
== Substantive ==	Infangnahme	36		https://de.wiktionary.org/wiki/Infangnahme	0	0	0	0	0	
== Substantive ==	Infiltrat	36		https://de.wiktionary.org/wiki/Infiltrat	0	0	3	0	3	
== Substantive ==	Infinitivpartikel	36		https://de.wiktionary.org/wiki/Infinitivpartikel	0	0	0	0	0	
== Substantive ==	Influenzawelle	36		https://de.wiktionary.org/wiki/Influenzawelle	0	0	0	0	0	
== Substantive ==	Influx	36		https://de.wiktionary.org/wiki/Influx	0	0	3	0	3	
== Substantive ==	Infoabend	17		https://de.wiktionary.org/wiki/Infoabend	0	0	0	0	0	
== Substantive ==	Infobox	36		https://de.wiktionary.org/wiki/Infobox	0	0	25	0	25	
== Substantive ==	Infografik	36		https://de.wiktionary.org/wiki/Infografik	0	0	7	0	7	
== Substantive ==	Informatikunterricht	4		https://de.wiktionary.org/wiki/Informatikunterricht	0	0	5	0	5	
== Substantive ==	Informationsangebot	36		https://de.wiktionary.org/wiki/Informationsangebot	0	0	9	0	9	
== Substantive ==	Informationsdesigner	36		https://de.wiktionary.org/wiki/Informationsdesigner	0	0	0	0	0	
== Substantive ==	Informationsfluss	36		https://de.wiktionary.org/wiki/Informationsfluss	1	0	28	0	29	
== Substantive ==	Informationsfreiheit	36		https://de.wiktionary.org/wiki/Informationsfreiheit	1	0	52	0	53	
== Substantive ==	Informationsgesellschaft	36		https://de.wiktionary.org/wiki/Informationsgesellschaft	0	0	31	0	31	
== Substantive ==	Informationsgespräch	4		https://de.wiktionary.org/wiki/Informationsgespr%C3%A4ch	0	0	0	0	0	
== Substantive ==	Informationsgüte	36		https://de.wiktionary.org/wiki/Informationsg%C3%BCte	0	0	0	0	0	
== Substantive ==	Informationshygiene	36		https://de.wiktionary.org/wiki/Informationshygiene	0	0	0	0	0	
== Substantive ==	Informationsmacht	36		https://de.wiktionary.org/wiki/Informationsmacht	0	0	1	0	1	
== Substantive ==	Informationspflicht	36		https://de.wiktionary.org/wiki/Informationspflicht	0	0	8	0	8	
== Substantive ==	Informationsqualität	36		https://de.wiktionary.org/wiki/Informationsqualit%C3%A4t	0	0	4	0	4	
== Substantive ==	Informationsschrott	36		https://de.wiktionary.org/wiki/Informationsschrott	0	0	0	0	0	
== Substantive ==	Informationssenke	36		https://de.wiktionary.org/wiki/Informationssenke	0	0	0	0	0	
== Substantive ==	Informationsservice	36		https://de.wiktionary.org/wiki/Informationsservice	0	0	2	0	2	
== Substantive ==	Informationssicherheit	36		https://de.wiktionary.org/wiki/Informationssicherheit	1	0	32	0	33	
== Substantive ==	Informationsspezialist	36		https://de.wiktionary.org/wiki/Informationsspezialist	0	0	0	0	0	
== Substantive ==	Informationsstörung	36		https://de.wiktionary.org/wiki/Informationsst%C3%B6rung	0	0	0	0	0	
== Substantive ==	Infoservice	36		https://de.wiktionary.org/wiki/Infoservice	0	0	0	0	0	
== Substantive ==	Info-Service	36		https://de.wiktionary.org/wiki/Info-Service						
== Substantive ==	Ingerenz	36		https://de.wiktionary.org/wiki/Ingerenz	1	0	2	0	3	
== Substantive ==	Inhabilität	36		https://de.wiktionary.org/wiki/Inhabilit%C3%A4t	0	0	0	0	0	
== Substantive ==	Initiant	36		https://de.wiktionary.org/wiki/Initiant	0	0	14	0	14	
== Substantive ==	Inkandeszenz	36		https://de.wiktionary.org/wiki/Inkandeszenz	0	0	1	0	1	
== Substantive ==	Inklusionsamt	4		https://de.wiktionary.org/wiki/Inklusionsamt	0	0	0	0	0	
== Substantive ==	Inklusionsfachdienst	4		https://de.wiktionary.org/wiki/Inklusionsfachdienst	0	0	0	0	0	
== Substantive ==	Inkohativum	36		https://de.wiktionary.org/wiki/Inkohativum	0	0	0	0	0	
== Substantive ==	Inkohlung	36		https://de.wiktionary.org/wiki/Inkohlung	0	0	8	0	8	
== Substantive ==	Inkontaktbringen	36		https://de.wiktionary.org/wiki/Inkontaktbringen	0	0	0	0	0	
== Substantive ==	Inkraftsetzung	36		https://de.wiktionary.org/wiki/Inkraftsetzung	0	0	42	0	42	
== Substantive ==	Inkubation	36		https://de.wiktionary.org/wiki/Inkubation	1	0	23	0	24	
== Substantive ==	Inlandsbezug	36		https://de.wiktionary.org/wiki/Inlandsbezug	0	0	2	0	2	
== Substantive ==	Innenhaftung	36		https://de.wiktionary.org/wiki/Innenhaftung	1	0	2	0	3	
== Substantive ==	Innenkante	36		https://de.wiktionary.org/wiki/Innenkante	0	0	8	0	8	
== Substantive ==	Innenlager	36		https://de.wiktionary.org/wiki/Innenlager	0	0	10	0	10	
== Substantive ==	Innentat	36		https://de.wiktionary.org/wiki/Innentat	0	0	0	0	0	
== Substantive ==	Innentäter	36		https://de.wiktionary.org/wiki/Innent%C3%A4ter	0	0	0	0	0	
== Substantive ==	Innerstadt	4		https://de.wiktionary.org/wiki/Innerstadt	0	0	0	0	0	
== Substantive ==	Innovationsgeist	36		https://de.wiktionary.org/wiki/Innovationsgeist	0	0	2	0	2	
== Substantive ==	Innovativität	36		https://de.wiktionary.org/wiki/Innovativit%C3%A4t	0	0	5	0	5	
== Substantive ==	Input	36		https://de.wiktionary.org/wiki/Input	5	1	111	18	115	
== Substantive ==	Inselaffe	4		https://de.wiktionary.org/wiki/Inselaffe	0	0	0	0	0	
== Substantive ==	Inselbahnhof	4		https://de.wiktionary.org/wiki/Inselbahnhof	0	0	19	0	19	
== Substantive ==	Insert	16		https://de.wiktionary.org/wiki/Insert	0	3	14	7	14	
== Substantive ==	Insertion	16		https://de.wiktionary.org/wiki/Insertion	0	0	25	3	25	
== Substantive ==	Insolvenzrecht	36		https://de.wiktionary.org/wiki/Insolvenzrecht	1	0	31	0	32	
== Substantive ==	Installationshinweis	36		https://de.wiktionary.org/wiki/Installationshinweis	0	0	0	0	0	
== Substantive ==	Installierung	36		https://de.wiktionary.org/wiki/Installierung	0	0	20	0	20	
== Substantive ==	Institutionenkunde	4		https://de.wiktionary.org/wiki/Institutionenkunde	0	0	0	0	0	
== Substantive ==	Instrumentarium	36		https://de.wiktionary.org/wiki/Instrumentarium	2	0	79	0	81	
== Substantive ==	Instrumententafel	36		https://de.wiktionary.org/wiki/Instrumententafel	0	0	10	0	10	
== Substantive ==	Insulinmangel	36		https://de.wiktionary.org/wiki/Insulinmangel	0	0	0	0	0	
== Substantive ==	Insurrektionalismus	36		https://de.wiktionary.org/wiki/Insurrektionalismus	0	0	0	0	0	
== Substantive ==	Integrationsamt	4		https://de.wiktionary.org/wiki/Integrationsamt	0	0	7	0	7	
== Substantive ==	Integrationsfachdienst	4		https://de.wiktionary.org/wiki/Integrationsfachdienst	1	0	1	0	2	
== Substantive ==	Integrationsplan	4		https://de.wiktionary.org/wiki/Integrationsplan	0	0	1	0	1	
== Substantive ==	Integrationsquote	4		https://de.wiktionary.org/wiki/Integrationsquote	0	0	1	0	1	
== Substantive ==	Integrationssenatorin	36		https://de.wiktionary.org/wiki/Integrationssenatorin	0	0	0	0	0	
== Substantive ==	Intensivpflege	15		https://de.wiktionary.org/wiki/Intensivpflege	0	0	9	0	9	
== Substantive ==	Interferometrie	36		https://de.wiktionary.org/wiki/Interferometrie	0	0	18	0	18	
== Substantive ==	interkristalline Bindung	36		https://de.wiktionary.org/wiki/interkristalline%20Bindung						
== Substantive ==	Interlude	36		https://de.wiktionary.org/wiki/Interlude	1	0	16	0	17	
== Substantive ==	Intermedialität	36		https://de.wiktionary.org/wiki/Intermedialit%C3%A4t	0	0	10	0	10	
== Substantive ==	Internalität	36		https://de.wiktionary.org/wiki/Internalit%C3%A4t	0	0	0	0	0	
== Substantive ==	Internationale Sportart	36		https://de.wiktionary.org/wiki/Internationale%20Sportart						
== Substantive ==	Internetauftritt	36		https://de.wiktionary.org/wiki/Internetauftritt	7	0	62	0	69	
== Substantive ==	Internetprotokollfamilie	36		https://de.wiktionary.org/wiki/Internetprotokollfamilie	0	0	2	0	2	
== Substantive ==	Internetsicherheit	36		https://de.wiktionary.org/wiki/Internetsicherheit	0	0	2	0	2	
== Substantive ==	Internetverknüpfung	36		https://de.wiktionary.org/wiki/Internetverkn%C3%BCpfung	0	0	0	0	0	
== Substantive ==	Internetz	36		https://de.wiktionary.org/wiki/Internetz	0	0	0	0	0	
== Substantive ==	Internetzeitschrift	4		https://de.wiktionary.org/wiki/Internetzeitschrift	0	0	1	0	1	
== Substantive ==	Interrogation	36		https://de.wiktionary.org/wiki/Interrogation	0	0	7	2	7	
== Substantive ==	Intimizid	36		https://de.wiktionary.org/wiki/Intimizid	0	0	3	0	3	
== Substantive ==	Intumeszenz	36		https://de.wiktionary.org/wiki/Intumeszenz	0	0	1	0	1	
== Substantive ==	Inulin	36		https://de.wiktionary.org/wiki/Inulin	1	0	8	0	9	
== Substantive ==	Invagination	36		https://de.wiktionary.org/wiki/Invagination	0	0	7	0	7	
== Substantive ==	Invalidation	36		https://de.wiktionary.org/wiki/Invalidation	0	0	0	0	0	
== Substantive ==	Invalidenheim	36		https://de.wiktionary.org/wiki/Invalidenheim	0	0	4	0	4	
== Substantive ==	Invalidenmarke	36		https://de.wiktionary.org/wiki/Invalidenmarke	0	0	0	0	0	
== Substantive ==	Invalidenversicherung	36		https://de.wiktionary.org/wiki/Invalidenversicherung	0	0	18	0	18	
== Substantive ==	Invar	36		https://de.wiktionary.org/wiki/Invar	0	0	3	0	3	
== Substantive ==	Invariantentheorie	36		https://de.wiktionary.org/wiki/Invariantentheorie	0	0	4	0	4	
== Substantive ==	Invarianz	36		https://de.wiktionary.org/wiki/Invarianz	2	0	24	0	26	
== Substantive ==	Investitur	36		https://de.wiktionary.org/wiki/Investitur	0	0	44	0	44	
== Substantive ==	Investment	36		https://de.wiktionary.org/wiki/Investment	3	0	350	2	353	
== Substantive ==	Investmentbanker	36		https://de.wiktionary.org/wiki/Investmentbanker	0	0	34	0	34	
== Substantive ==	Investmentbanking	36		https://de.wiktionary.org/wiki/Investmentbanking	0	0	24	0	24	
== Substantive ==	Inzahlungnahme	36		https://de.wiktionary.org/wiki/Inzahlungnahme	0	0	2	0	2	
== Substantive ==	Inzens	36		https://de.wiktionary.org/wiki/Inzens	0	0	5	0	5	
== Substantive ==	Inzentiv	36		https://de.wiktionary.org/wiki/Inzentiv	0	0	0	0	0	
== Substantive ==	Ioddampf	36		https://de.wiktionary.org/wiki/Ioddampf	0	0	0	0	0	
== Substantive ==	Iodion	36		https://de.wiktionary.org/wiki/Iodion	0	0	0	0	0	
== Substantive ==	Iodisotop	36		https://de.wiktionary.org/wiki/Iodisotop	0	0	0	0	0	
== Substantive ==	Iodkern	36		https://de.wiktionary.org/wiki/Iodkern	0	0	0	0	0	
== Substantive ==	Iodsäure	36		https://de.wiktionary.org/wiki/Iods%C3%A4ure	0	0	4	0	4	
== Substantive ==	Iodverbindung	36		https://de.wiktionary.org/wiki/Iodverbindung	0	0	0	0	0	
== Substantive ==	Ipso Jure	36		https://de.wiktionary.org/wiki/Ipso%20Jure						
== Substantive ==	IP-Telefonie	36		https://de.wiktionary.org/wiki/IP-Telefonie						
== Substantive ==	Irradiation	36		https://de.wiktionary.org/wiki/Irradiation	0	0	1	1	1	
== Substantive ==	Irredenta	36		https://de.wiktionary.org/wiki/Irredenta	0	0	1	1	1	
== Substantive ==	Irrlehrer	36		https://de.wiktionary.org/wiki/Irrlehrer	0	0	4	0	4	
== Substantive ==	Irrtumsvorbehalt	36		https://de.wiktionary.org/wiki/Irrtumsvorbehalt	0	0	0	0	0	
== Substantive ==	Irrwahn	36		https://de.wiktionary.org/wiki/Irrwahn	0	0	4	0	4	
== Substantive ==	Islamkunde	4		https://de.wiktionary.org/wiki/Islamkunde	0	0	8	0	8	
== Substantive ==	Islandpferdegestüt	1		https://de.wiktionary.org/wiki/Islandpferdegest%C3%BCt	0	0	1	0	1	
== Substantive ==	Isoliermatte	36		https://de.wiktionary.org/wiki/Isoliermatte	0	0	0	0	0	
== Substantive ==	Isometrie	36		https://de.wiktionary.org/wiki/Isometrie	0	0	20	0	20	
== Substantive ==	Ithyphallophobie	36		https://de.wiktionary.org/wiki/Ithyphallophobie	0	0	0	0	0	
== Substantive ==	Jachheit	36		https://de.wiktionary.org/wiki/Jachheit	0	0	0	0	0	
== Substantive ==	Jagdschutz	20		https://de.wiktionary.org/wiki/Jagdschutz	0	0	15	0	15	
== Substantive ==	Jahresversammlung	36		https://de.wiktionary.org/wiki/Jahresversammlung	1	0	38	0	39	
== Substantive ==	Jahrgangsstufe	4		https://de.wiktionary.org/wiki/Jahrgangsstufe	1	0	141	0	142	
== Substantive ==	Jahrhundertfehler	36		https://de.wiktionary.org/wiki/Jahrhundertfehler	0	0	0	0	0	
== Substantive ==	Jahrhundertfeier	36		https://de.wiktionary.org/wiki/Jahrhundertfeier	1	0	12	0	13	
== Substantive ==	Jahrweiser	36		https://de.wiktionary.org/wiki/Jahrweiser	0	0	1	0	1	
== Substantive ==	Jahrzehntausend	36		https://de.wiktionary.org/wiki/Jahrzehntausend	0	0	0	0	0	
== Substantive ==	Jamaikapfeffer	4		https://de.wiktionary.org/wiki/Jamaikapfeffer	0	0	0	0	0	
== Substantive ==	Jerkbait	36		https://de.wiktionary.org/wiki/Jerkbait	0	0	0	0	0	
== Substantive ==	Jeunesse dorée	36		https://de.wiktionary.org/wiki/Jeunesse%20dor%C3%A9e						
== Substantive ==	Jewelplug	36		https://de.wiktionary.org/wiki/Jewelplug	0	0	0	0	0	
== Substantive ==	Jiayuguan	36		https://de.wiktionary.org/wiki/Jiayuguan	0	0	2	0	2	
== Substantive ==	Jiddischunterricht	4		https://de.wiktionary.org/wiki/Jiddischunterricht	0	0	0	0	0	
== Substantive ==	Jig	36		https://de.wiktionary.org/wiki/Jig	1	0	21	0	22	
== Substantive ==	Jobantritt	36		https://de.wiktionary.org/wiki/Jobantritt	0	0	0	0	0	
== Substantive ==	Jobwunder	36		https://de.wiktionary.org/wiki/Jobwunder	0	0	0	0	0	
== Substantive ==	Joddampf	36		https://de.wiktionary.org/wiki/Joddampf	0	0	0	0	0	
== Substantive ==	Jodion	36		https://de.wiktionary.org/wiki/Jodion	0	0	0	0	0	
== Substantive ==	Jodisotop	36		https://de.wiktionary.org/wiki/Jodisotop	0	0	0	0	0	
== Substantive ==	Jodkern	36		https://de.wiktionary.org/wiki/Jodkern	0	0	0	0	0	
== Substantive ==	Joël	36		https://de.wiktionary.org/wiki/Jo%C3%ABl	19	0	61	0	80	
== Substantive ==	Johanneskonzert	4		https://de.wiktionary.org/wiki/Johanneskonzert	0	0	0	0	0	
== Substantive ==	Johanneslied	4		https://de.wiktionary.org/wiki/Johanneslied	0	0	0	0	0	
== Substantive ==	Johanniskonzert	4		https://de.wiktionary.org/wiki/Johanniskonzert	0	0	0	0	0	
== Substantive ==	Johannislied	4		https://de.wiktionary.org/wiki/Johannislied	0	0	0	0	0	
== Substantive ==	Jophiismus	36		https://de.wiktionary.org/wiki/Jophiismus	0	0	0	0	0	
== Substantive ==	Jotierung	36		https://de.wiktionary.org/wiki/Jotierung	0	0	0	0	0	
== Substantive ==	Journalistendeutsch	36		https://de.wiktionary.org/wiki/Journalistendeutsch	0	0	0	0	0	
== Substantive ==	Jubiläumsausgabe	36		https://de.wiktionary.org/wiki/Jubil%C3%A4umsausgabe	1	0	22	0	23	
== Substantive ==	Jubiläumsschau	36		https://de.wiktionary.org/wiki/Jubil%C3%A4umsschau	0	0	0	0	0	
== Substantive ==	Judenfeindlichkeit	36		https://de.wiktionary.org/wiki/Judenfeindlichkeit	1	0	20	0	21	
== Substantive ==	Judenhetze	36		https://de.wiktionary.org/wiki/Judenhetze	0	0	3	0	3	
== Substantive ==	Jugendhilfe	21		https://de.wiktionary.org/wiki/Jugendhilfe	0	0	168	0	168	
== Substantive ==	Jugendleiter	36		https://de.wiktionary.org/wiki/Jugendleiter	1	0	26	0	27	
== Substantive ==	Jugendporno	36		https://de.wiktionary.org/wiki/Jugendporno	0	0	0	0	0	
== Substantive ==	Jugendpornografie	36		https://de.wiktionary.org/wiki/Jugendpornografie	0	0	4	0	4	
== Substantive ==	Jugendpornographie	36		https://de.wiktionary.org/wiki/Jugendpornographie	0	0	0	0	0	
== Substantive ==	Jugendticket	4		https://de.wiktionary.org/wiki/Jugendticket	0	0	0	0	0	
== Substantive ==	Jugendtreff	1		https://de.wiktionary.org/wiki/Jugendtreff	0	0	26	0	26	
== Substantive ==	Jump	9		https://de.wiktionary.org/wiki/Jump	7	1	272	8	279	
== Substantive ==	Jumpdance	9		https://de.wiktionary.org/wiki/Jumpdance	0	0	0	0	0	
== Substantive ==	Jumpstyle	9		https://de.wiktionary.org/wiki/Jumpstyle	1	0	5	0	6	
== Substantive ==	Jumpsuit	9		https://de.wiktionary.org/wiki/Jumpsuit	0	0	0	0	0	
== Substantive ==	Jungle	13		https://de.wiktionary.org/wiki/Jungle	4	0	159	8	163	
== Substantive ==	Junk	36		https://de.wiktionary.org/wiki/Junk	3	0	37	3	40	
== Substantive ==	Junkfilter	36		https://de.wiktionary.org/wiki/Junkfilter	0	0	0	0	0	
== Substantive ==	Junta	36		https://de.wiktionary.org/wiki/Junta	5	0	165	1	170	
== Substantive ==	Justemilieu	36		https://de.wiktionary.org/wiki/Justemilieu	0	0	0	0	0	
== Substantive ==	Jutefaser	36		https://de.wiktionary.org/wiki/Jutefaser	0	0	0	0	0	
== Substantive ==	Jütin	36		https://de.wiktionary.org/wiki/J%C3%BCtin	0	0	0	0	0	
